INFO  2016-03-20 14:55:23,058  5364ms SqlServerStorage       ateAndExecuteVoid2 - Start installing Hangfire SQL objects...
DEBUG 2016-03-20 15:01:13,566  2315ms Worker                 Log                - Background process 'Worker #f4cb58e2' started.
DEBUG 2016-03-20 15:01:13,571  2320ms Worker                 Log                - Background process 'Worker #93155c91' started.
DEBUG 2016-03-20 15:01:13,591  2340ms Worker                 Log                - Background process 'Worker #28febd2d' started.
DEBUG 2016-03-20 15:01:13,596  2345ms Worker                 Log                - Background process 'Worker #6390fb0c' started.
DEBUG 2016-03-20 15:01:13,599  2348ms Worker                 Log                - Background process 'Worker #848c8f7e' started.
DEBUG 2016-03-20 15:01:13,603  2352ms Worker                 Log                - Background process 'Worker #96c835a5' started.
DEBUG 2016-03-20 15:01:13,610  2359ms Worker                 Log                - Background process 'Worker #0f8c52ba' started.
DEBUG 2016-03-20 15:01:13,612  2361ms Worker                 Log                - Background process 'Worker #228ce568' started.
DEBUG 2016-03-20 15:01:13,620  2369ms Worker                 Log                - Background process 'Worker #31b8e4e7' started.
DEBUG 2016-03-20 15:01:13,624  2373ms Worker                 Log                - Background process 'Worker #f6727541' started.
DEBUG 2016-03-20 15:01:13,627  2376ms Worker                 Log                - Background process 'Worker #c5bbfa51' started.
DEBUG 2016-03-20 15:01:13,630  2379ms Worker                 Log                - Background process 'Worker #63d57c17' started.
DEBUG 2016-03-20 15:01:13,655  2404ms Worker                 Log                - Background process 'Worker #906aaae6' started.
DEBUG 2016-03-20 15:01:13,681  2430ms DelayedJobScheduler    Log                - Background process 'DelayedJobScheduler' started.
DEBUG 2016-03-20 15:01:13,681  2430ms RecurringJobScheduler  Log                - Background process 'RecurringJobScheduler' started.
DEBUG 2016-03-20 15:01:13,875  2624ms ExpirationManager      Log                - Removing outdated records from table 'Job'...
INFO  2016-03-20 15:01:14,037  2786ms ServerWatchdog         Log                - 1 servers were removed due to timeout
DEBUG 2016-03-20 15:01:14,190  2939ms ExpirationManager      Log                - Removing outdated records from table 'List'...
DEBUG 2016-03-20 15:01:14,520  3269ms ExpirationManager      Log                - Removing outdated records from table 'Set'...
DEBUG 2016-03-20 15:01:15,504  4253ms ExpirationManager      Log                - Removing outdated records from table 'Hash'...
INFO  2016-03-20 15:05:15,280  5077ms SqlServerStorage       ateAndExecuteVoid2 - Start installing Hangfire SQL objects...
INFO  2016-03-20 15:05:15,760  5557ms SqlServerStorage       Log                - Hangfire SQL objects installed.
INFO  2016-03-20 15:05:15,788  5586ms BackgroundJobServer    Log                - Starting Hangfire Server
INFO  2016-03-20 15:05:15,793  5591ms BackgroundJobServer    Log                - Using job storage: 'SQL Server: tcp:oo0nio5ygm.database.windows.net,1433@TimeSheet'.
INFO  2016-03-20 15:05:15,794  5591ms BackgroundJobServer    Log                - Using the following options for SQL Server job storage:
INFO  2016-03-20 15:05:15,794  5592ms BackgroundJobServer    Log                -     Queue poll interval: 00:00:15.
INFO  2016-03-20 15:05:15,794  5592ms BackgroundJobServer    Log                - Using the following options for Hangfire Server:
INFO  2016-03-20 15:05:15,794  5592ms BackgroundJobServer    Log                -     Worker count: 20.
INFO  2016-03-20 15:05:15,795  5592ms BackgroundJobServer    Log                -     Listening queues: 'default'.
INFO  2016-03-20 15:05:15,795  5592ms BackgroundJobServer    Log                -     Shutdown timeout: 00:00:15.
INFO  2016-03-20 15:05:15,795  5593ms BackgroundJobServer    Log                -     Schedule polling interval: 00:00:15.
DEBUG 2016-03-20 15:05:15,831  5629ms groundProcessingServer ateAndExecuteVoid2 - Background process 'BackgroundProcessingServer' started.
DEBUG 2016-03-20 15:05:17,099  6897ms ServerHeartbeat        Log                - Background process 'ServerHeartbeat' started.
DEBUG 2016-03-20 15:05:17,109  6907ms ServerWatchdog         Log                - Background process 'ServerWatchdog' started.
DEBUG 2016-03-20 15:05:17,130  6928ms ExpirationManager      Log                - Background process 'Hangfire.SqlServer.ExpirationManager' started.
DEBUG 2016-03-20 15:05:17,154  6952ms CountersAggregator     Log                - Background process 'Hangfire.SqlServer.CountersAggregator' started.
DEBUG 2016-03-20 15:05:17,178  6975ms ExpirationManager      Log                - Removing outdated records from table 'AggregatedCounter'...
DEBUG 2016-03-20 15:05:17,203  7001ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-20 15:05:17,204  7002ms Worker                 Log                - Background process 'Worker #6a6215b6' started.
DEBUG 2016-03-20 15:05:17,204  7002ms Worker                 Log                - Background process 'Worker #b6765f41' started.
DEBUG 2016-03-20 15:05:17,207  7005ms Worker                 Log                - Background process 'Worker #6bfd2d48' started.
DEBUG 2016-03-20 15:05:17,212  7010ms Worker                 Log                - Background process 'Worker #09b58a30' started.
DEBUG 2016-03-20 15:05:17,218  7016ms Worker                 Log                - Background process 'Worker #86d60bf1' started.
DEBUG 2016-03-20 15:05:17,223  7021ms Worker                 Log                - Background process 'Worker #10f59364' started.
DEBUG 2016-03-20 15:05:17,226  7024ms Worker                 Log                - Background process 'Worker #160a6371' started.
DEBUG 2016-03-20 15:05:17,229  7027ms Worker                 Log                - Background process 'Worker #677f1876' started.
DEBUG 2016-03-20 15:05:17,233  7031ms Worker                 Log                - Background process 'Worker #05d2a2e9' started.
DEBUG 2016-03-20 15:05:17,236  7033ms Worker                 Log                - Background process 'Worker #de6b0211' started.
DEBUG 2016-03-20 15:05:17,239  7037ms Worker                 Log                - Background process 'Worker #139e934a' started.
DEBUG 2016-03-20 15:05:17,242  7040ms Worker                 Log                - Background process 'Worker #ec3d29bd' started.
DEBUG 2016-03-20 15:05:17,245  7043ms Worker                 Log                - Background process 'Worker #0d09234a' started.
DEBUG 2016-03-20 15:05:17,249  7047ms Worker                 Log                - Background process 'Worker #fefb74f7' started.
DEBUG 2016-03-20 15:05:17,253  7051ms Worker                 Log                - Background process 'Worker #52f772ba' started.
DEBUG 2016-03-20 15:05:17,255  7053ms Worker                 Log                - Background process 'Worker #38de05b5' started.
DEBUG 2016-03-20 15:05:17,259  7057ms Worker                 Log                - Background process 'Worker #2c6da3f5' started.
DEBUG 2016-03-20 15:05:17,263  7060ms Worker                 Log                - Background process 'Worker #96034fd2' started.
DEBUG 2016-03-20 15:05:17,267  7064ms Worker                 Log                - Background process 'Worker #72fc626e' started.
DEBUG 2016-03-20 15:05:17,270  7067ms Worker                 Log                - Background process 'Worker #5f825140' started.
DEBUG 2016-03-20 15:05:17,273  7071ms DelayedJobScheduler    Log                - Background process 'DelayedJobScheduler' started.
DEBUG 2016-03-20 15:05:17,277  7074ms RecurringJobScheduler  Log                - Background process 'RecurringJobScheduler' started.
DEBUG 2016-03-20 15:05:18,307  8105ms ExpirationManager      Log                - Removing outdated records from table 'Job'...
DEBUG 2016-03-20 15:05:19,568  9366ms ExpirationManager      Log                - Removing outdated records from table 'List'...
DEBUG 2016-03-20 15:05:20,823 10621ms ExpirationManager      Log                - Removing outdated records from table 'Set'...
DEBUG 2016-03-20 15:05:22,322 12119ms ExpirationManager      Log                - Removing outdated records from table 'Hash'...
INFO  2016-03-20 15:12:20,496  8354ms SqlServerStorage       ateAndExecuteVoid2 - Start installing Hangfire SQL objects...
INFO  2016-03-20 15:12:22,134  9992ms SqlServerStorage       Log                - Hangfire SQL objects installed.
INFO  2016-03-20 15:12:22,161 10020ms BackgroundJobServer    Log                - Starting Hangfire Server
INFO  2016-03-20 15:12:22,167 10025ms BackgroundJobServer    Log                - Using job storage: 'SQL Server: tcp:oo0nio5ygm.database.windows.net,1433@TimeSheet'.
INFO  2016-03-20 15:12:22,167 10026ms BackgroundJobServer    Log                - Using the following options for SQL Server job storage:
INFO  2016-03-20 15:12:22,167 10026ms BackgroundJobServer    Log                -     Queue poll interval: 00:00:15.
INFO  2016-03-20 15:12:22,168 10026ms BackgroundJobServer    Log                - Using the following options for Hangfire Server:
INFO  2016-03-20 15:12:22,168 10026ms BackgroundJobServer    Log                -     Worker count: 20.
INFO  2016-03-20 15:12:22,168 10027ms BackgroundJobServer    Log                -     Listening queues: 'default'.
INFO  2016-03-20 15:12:22,168 10027ms BackgroundJobServer    Log                -     Shutdown timeout: 00:00:15.
INFO  2016-03-20 15:12:22,168 10027ms BackgroundJobServer    Log                -     Schedule polling interval: 00:00:15.
DEBUG 2016-03-20 15:12:22,199 10057ms groundProcessingServer ateAndExecuteVoid2 - Background process 'BackgroundProcessingServer' started.
DEBUG 2016-03-20 15:12:22,886 10744ms ServerHeartbeat        Log                - Background process 'ServerHeartbeat' started.
DEBUG 2016-03-20 15:12:22,913 10771ms ServerWatchdog         Log                - Background process 'ServerWatchdog' started.
DEBUG 2016-03-20 15:12:22,914 10773ms ExpirationManager      Log                - Background process 'Hangfire.SqlServer.ExpirationManager' started.
DEBUG 2016-03-20 15:12:22,940 10799ms ExpirationManager      Log                - Removing outdated records from table 'AggregatedCounter'...
DEBUG 2016-03-20 15:12:22,941 10799ms CountersAggregator     Log                - Background process 'Hangfire.SqlServer.CountersAggregator' started.
DEBUG 2016-03-20 15:12:22,950 10808ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-20 15:12:22,972 10830ms Worker                 Log                - Background process 'Worker #43010b3e' started.
DEBUG 2016-03-20 15:12:22,973 10832ms Worker                 Log                - Background process 'Worker #822beb3b' started.
DEBUG 2016-03-20 15:12:23,021 10879ms Worker                 Log                - Background process 'Worker #05cd5343' started.
DEBUG 2016-03-20 15:12:23,050 10909ms Worker                 Log                - Background process 'Worker #d3d6fd44' started.
DEBUG 2016-03-20 15:12:23,056 10914ms Worker                 Log                - Background process 'Worker #23ea0063' started.
DEBUG 2016-03-20 15:12:23,056 10914ms Worker                 Log                - Background process 'Worker #e144de50' started.
DEBUG 2016-03-20 15:12:23,059 10917ms Worker                 Log                - Background process 'Worker #f1fbb47e' started.
DEBUG 2016-03-20 15:12:23,064 10923ms Worker                 Log                - Background process 'Worker #271c2a4f' started.
DEBUG 2016-03-20 15:12:23,087 10946ms Worker                 Log                - Background process 'Worker #af62ed76' started.
DEBUG 2016-03-20 15:12:23,090 10949ms Worker                 Log                - Background process 'Worker #c0fa29fb' started.
DEBUG 2016-03-20 15:12:23,093 10951ms Worker                 Log                - Background process 'Worker #156252ff' started.
DEBUG 2016-03-20 15:12:23,096 10954ms Worker                 Log                - Background process 'Worker #7422da8a' started.
DEBUG 2016-03-20 15:12:23,099 10957ms Worker                 Log                - Background process 'Worker #1f5636aa' started.
DEBUG 2016-03-20 15:12:23,103 10961ms Worker                 Log                - Background process 'Worker #0f263c9a' started.
DEBUG 2016-03-20 15:12:23,107 10965ms Worker                 Log                - Background process 'Worker #48d26fc3' started.
DEBUG 2016-03-20 15:12:23,111 10969ms Worker                 Log                - Background process 'Worker #9c310a4b' started.
DEBUG 2016-03-20 15:12:23,115 10973ms Worker                 Log                - Background process 'Worker #3d45b85e' started.
DEBUG 2016-03-20 15:12:23,119 10977ms Worker                 Log                - Background process 'Worker #4d7224de' started.
DEBUG 2016-03-20 15:12:23,122 10980ms Worker                 Log                - Background process 'Worker #a3e8d440' started.
DEBUG 2016-03-20 15:12:23,126 10984ms Worker                 Log                - Background process 'Worker #9839c131' started.
DEBUG 2016-03-20 15:12:23,130 10989ms DelayedJobScheduler    Log                - Background process 'DelayedJobScheduler' started.
DEBUG 2016-03-20 15:12:23,135 10993ms RecurringJobScheduler  Log                - Background process 'RecurringJobScheduler' started.
DEBUG 2016-03-20 15:12:24,370 12228ms ExpirationManager      Log                - Removing outdated records from table 'Job'...
DEBUG 2016-03-20 15:12:26,004 13862ms ExpirationManager      Log                - Removing outdated records from table 'List'...
DEBUG 2016-03-20 15:12:28,191 16049ms ExpirationManager      Log                - Removing outdated records from table 'Set'...
INFO  2016-03-20 15:12:28,614 16472ms ServerWatchdog         Log                - 2 servers were removed due to timeout
DEBUG 2016-03-20 15:12:30,915 18773ms ExpirationManager      Log                - Removing outdated records from table 'Hash'...
INFO  2016-03-20 15:13:53,784  5592ms SqlServerStorage       ateAndExecuteVoid2 - Start installing Hangfire SQL objects...
INFO  2016-03-20 15:13:55,323  7130ms SqlServerStorage       Log                - Hangfire SQL objects installed.
INFO  2016-03-20 15:13:55,389  7196ms BackgroundJobServer    Log                - Starting Hangfire Server
INFO  2016-03-20 15:13:55,398  7205ms BackgroundJobServer    Log                - Using job storage: 'SQL Server: tcp:oo0nio5ygm.database.windows.net,1433@TimeSheet'.
INFO  2016-03-20 15:13:55,399  7206ms BackgroundJobServer    Log                - Using the following options for SQL Server job storage:
INFO  2016-03-20 15:13:55,399  7206ms BackgroundJobServer    Log                -     Queue poll interval: 00:00:15.
INFO  2016-03-20 15:13:55,400  7207ms BackgroundJobServer    Log                - Using the following options for Hangfire Server:
INFO  2016-03-20 15:13:55,400  7207ms BackgroundJobServer    Log                -     Worker count: 20.
INFO  2016-03-20 15:13:55,401  7208ms BackgroundJobServer    Log                -     Listening queues: 'default'.
INFO  2016-03-20 15:13:55,402  7209ms BackgroundJobServer    Log                -     Shutdown timeout: 00:00:15.
INFO  2016-03-20 15:13:55,402  7209ms BackgroundJobServer    Log                -     Schedule polling interval: 00:00:15.
DEBUG 2016-03-20 15:13:55,441  7248ms groundProcessingServer ateAndExecuteVoid2 - Background process 'BackgroundProcessingServer' started.
DEBUG 2016-03-20 15:13:56,110  7917ms ServerHeartbeat        Log                - Background process 'ServerHeartbeat' started.
DEBUG 2016-03-20 15:13:56,135  7942ms ServerWatchdog         Log                - Background process 'ServerWatchdog' started.
DEBUG 2016-03-20 15:13:56,139  7946ms ExpirationManager      Log                - Background process 'Hangfire.SqlServer.ExpirationManager' started.
DEBUG 2016-03-20 15:13:56,142  7949ms CountersAggregator     Log                - Background process 'Hangfire.SqlServer.CountersAggregator' started.
DEBUG 2016-03-20 15:13:56,145  7953ms ExpirationManager      Log                - Removing outdated records from table 'AggregatedCounter'...
DEBUG 2016-03-20 15:13:56,149  7956ms Worker                 Log                - Background process 'Worker #d541707d' started.
DEBUG 2016-03-20 15:13:56,149  7956ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-20 15:13:56,152  7959ms Worker                 Log                - Background process 'Worker #47825a73' started.
DEBUG 2016-03-20 15:13:56,157  7964ms Worker                 Log                - Background process 'Worker #e41ebb6c' started.
DEBUG 2016-03-20 15:13:56,158  7965ms Worker                 Log                - Background process 'Worker #60c352bd' started.
DEBUG 2016-03-20 15:13:56,164  7972ms Worker                 Log                - Background process 'Worker #f361d952' started.
DEBUG 2016-03-20 15:13:56,169  7977ms Worker                 Log                - Background process 'Worker #671a115d' started.
DEBUG 2016-03-20 15:13:56,173  7980ms Worker                 Log                - Background process 'Worker #019f48ef' started.
DEBUG 2016-03-20 15:13:56,196  8003ms Worker                 Log                - Background process 'Worker #571fc700' started.
DEBUG 2016-03-20 15:13:56,199  8007ms Worker                 Log                - Background process 'Worker #4b198828' started.
DEBUG 2016-03-20 15:13:56,224  8031ms Worker                 Log                - Background process 'Worker #d93785fd' started.
DEBUG 2016-03-20 15:13:56,228  8035ms Worker                 Log                - Background process 'Worker #5eb84af1' started.
DEBUG 2016-03-20 15:13:56,229  8037ms Worker                 Log                - Background process 'Worker #003f7831' started.
DEBUG 2016-03-20 15:13:56,254  8061ms Worker                 Log                - Background process 'Worker #66f50641' started.
DEBUG 2016-03-20 15:13:56,256  8063ms Worker                 Log                - Background process 'Worker #d7188099' started.
DEBUG 2016-03-20 15:13:56,260  8068ms Worker                 Log                - Background process 'Worker #af801c24' started.
DEBUG 2016-03-20 15:13:56,264  8071ms Worker                 Log                - Background process 'Worker #e7092657' started.
DEBUG 2016-03-20 15:13:56,268  8076ms Worker                 Log                - Background process 'Worker #f693c2ed' started.
DEBUG 2016-03-20 15:13:56,272  8080ms Worker                 Log                - Background process 'Worker #c29fd03d' started.
DEBUG 2016-03-20 15:13:56,281  8088ms Worker                 Log                - Background process 'Worker #e61006ae' started.
DEBUG 2016-03-20 15:13:56,284  8091ms Worker                 Log                - Background process 'Worker #277168f7' started.
DEBUG 2016-03-20 15:13:56,289  8096ms DelayedJobScheduler    Log                - Background process 'DelayedJobScheduler' started.
DEBUG 2016-03-20 15:13:56,304  8111ms RecurringJobScheduler  Log                - Background process 'RecurringJobScheduler' started.
DEBUG 2016-03-20 15:13:57,601  9408ms ExpirationManager      Log                - Removing outdated records from table 'Job'...
DEBUG 2016-03-20 15:13:59,257 11064ms ExpirationManager      Log                - Removing outdated records from table 'List'...
DEBUG 2016-03-20 15:14:00,890 12697ms ExpirationManager      Log                - Removing outdated records from table 'Set'...
DEBUG 2016-03-20 15:14:02,706 14514ms ExpirationManager      Log                - Removing outdated records from table 'Hash'...
INFO  2016-03-20 15:17:23,356  3704ms SqlServerStorage       ateAndExecuteVoid2 - Start installing Hangfire SQL objects...
INFO  2016-03-20 15:17:24,600  4948ms SqlServerStorage       Log                - Hangfire SQL objects installed.
INFO  2016-03-20 15:17:24,642  4991ms BackgroundJobServer    Log                - Starting Hangfire Server
INFO  2016-03-20 15:17:24,647  4996ms BackgroundJobServer    Log                - Using job storage: 'SQL Server: tcp:oo0nio5ygm.database.windows.net,1433@TimeSheet'.
INFO  2016-03-20 15:17:24,647  4996ms BackgroundJobServer    Log                - Using the following options for SQL Server job storage:
INFO  2016-03-20 15:17:24,648  4997ms BackgroundJobServer    Log                -     Queue poll interval: 00:00:15.
INFO  2016-03-20 15:17:24,648  4997ms BackgroundJobServer    Log                - Using the following options for Hangfire Server:
INFO  2016-03-20 15:17:24,648  4997ms BackgroundJobServer    Log                -     Worker count: 20.
INFO  2016-03-20 15:17:24,648  4997ms BackgroundJobServer    Log                -     Listening queues: 'default'.
INFO  2016-03-20 15:17:24,648  4997ms BackgroundJobServer    Log                -     Shutdown timeout: 00:00:15.
INFO  2016-03-20 15:17:24,648  4997ms BackgroundJobServer    Log                -     Schedule polling interval: 00:00:15.
DEBUG 2016-03-20 15:17:24,676  5025ms groundProcessingServer ateAndExecuteVoid2 - Background process 'BackgroundProcessingServer' started.
DEBUG 2016-03-20 15:17:25,289  5637ms ServerHeartbeat        Log                - Background process 'ServerHeartbeat' started.
DEBUG 2016-03-20 15:17:25,294  5643ms ServerWatchdog         Log                - Background process 'ServerWatchdog' started.
DEBUG 2016-03-20 15:17:25,307  5656ms ExpirationManager      Log                - Background process 'Hangfire.SqlServer.ExpirationManager' started.
DEBUG 2016-03-20 15:17:25,307  5656ms CountersAggregator     Log                - Background process 'Hangfire.SqlServer.CountersAggregator' started.
DEBUG 2016-03-20 15:17:25,312  5661ms CountersAggregator     Log                - Aggregating records in 'Counter' table...
DEBUG 2016-03-20 15:17:25,313  5661ms ExpirationManager      Log                - Removing outdated records from table 'AggregatedCounter'...
DEBUG 2016-03-20 15:17:25,313  5661ms Worker                 Log                - Background process 'Worker #30f5fb15' started.
DEBUG 2016-03-20 15:17:25,338  5686ms Worker                 Log                - Background process 'Worker #3708fd6d' started.
DEBUG 2016-03-20 15:17:25,372  5720ms Worker                 Log                - Background process 'Worker #dc6f7a38' started.
DEBUG 2016-03-20 15:17:25,403  5751ms Worker                 Log                - Background process 'Worker #2c96fad0' started.
DEBUG 2016-03-20 15:17:25,405  5754ms Worker                 Log                - Background process 'Worker #0673215b' started.
DEBUG 2016-03-20 15:17:25,410  5758ms Worker                 Log                - Background process 'Worker #a12fe324' started.
DEBUG 2016-03-20 15:17:25,433  5781ms Worker                 Log                - Background process 'Worker #cf50ccc0' started.
DEBUG 2016-03-20 15:17:25,437  5786ms Worker                 Log                - Background process 'Worker #bc142a0f' started.
DEBUG 2016-03-20 15:17:25,441  5789ms Worker                 Log                - Background process 'Worker #77d9e015' started.
DEBUG 2016-03-20 15:17:25,445  5793ms Worker                 Log                - Background process 'Worker #c64795a7' started.
DEBUG 2016-03-20 15:17:25,449  5798ms Worker                 Log                - Background process 'Worker #466c1eb5' started.
DEBUG 2016-03-20 15:17:25,455  5804ms Worker                 Log                - Background process 'Worker #dcaae00f' started.
DEBUG 2016-03-20 15:17:25,479  5827ms Worker                 Log                - Background process 'Worker #1fcf1885' started.
DEBUG 2016-03-20 15:17:25,483  5831ms Worker                 Log                - Background process 'Worker #0ba7f948' started.
